#Date,Time,INV,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Temp,INV,Status,SolIrr,TmpMod,TmpAmb,Wind,DaySumIrr
25/11/2019,00:00:00,1,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0
25/11/2019,00:05:00,1,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0
25/11/2019,00:10:00,1,0,0,1,0,0,10,282,282,25,2,0,0,19,0,0,0
25/11/2019,00:15:00,1,0,0,1,0,0,13,372,371,30,2,0,1,19,0,0,0
25/11/2019,00:20:00,1,0,0,1,0,1,14,388,388,30,2,0,4,19,0,0,0
25/11/2019,00:25:00,1,31,10,6,0,3,42,376,375,30,2,0,8,19,0,0,1
25/11/2019,00:30:00,1,112,28,6,0,11,110,346,346,31,2,0,14,19,0,0,2
25/11/2019,00:35:00,1,168,50,6,0,1,180,355,355,32,2,0,19,19,0,0,4
25/11/2019,00:40:00,1,215,75,6,0,2,227,360,360,32,2,0,25,19,0,0,6
25/11/2019,00:45:00,1,257,103,6,0,5,269,363,363,32,2,0,31,20,0,0,8
25/11/2019,00:50:00,1,314,136,6,0,15,318,368,369,33,2,0,37,20,0,0,11
25/11/2019,00:55:00,1,385,174,6,0,39,369,389,389,33,2,0,42,20,0,0,15
25/11/2019,01:00:00,1,602,231,6,0,158,480,376,376,33,2,0,50,21,0,0,19
25/11/2019,01:05:00,1,952,319,6,0,398,609,380,380,34,2,0,74,21,0,0,25
25/11/2019,01:10:00,1,1234,431,6,0,596,710,385,385,34,2,0,88,22,0,0,33
25/11/2019,01:15:00,1,1444,556,6,0,714,814,385,385,35,2,0,103,24,0,0,41
25/11/2019,01:20:00,1,1638,704,6,0,817,916,385,385,35,2,0,118,25,0,0,51
25/11/2019,01:25:00,1,1839,867,6,0,922,1023,385,385,36,2,0,134,27,0,0,62
25/11/2019,01:30:00,1,2062,1049,6,0,1034,1136,385,384,37,2,0,151,28,0,0,75
25/11/2019,01:35:00,1,2234,1248,6,0,1132,1232,384,384,37,2,0,167,29,0,0,88
25/11/2019,01:40:00,1,2455,1463,6,0,1237,1339,384,384,38,2,0,186,30,0,0,104
25/11/2019,01:45:00,1,2696,1699,6,0,1356,1456,383,383,38,2,0,205,31,0,0,120
25/11/2019,01:50:00,1,2856,1951,6,0,1447,1549,382,382,39,2,0,223,32,0,0,138
25/11/2019,01:55:00,1,3084,2218,6,0,1551,1649,382,382,39,2,0,241,34,0,0,158
25/11/2019,02:00:00,1,3267,2504,6,0,1655,1758,381,381,40,2,0,262,35,0,0,179
25/11/2019,02:05:00,1,3511,2804,6,0,1754,1856,380,380,40,2,0,281,36,0,0,201
25/11/2019,02:10:00,1,3661,3120,6,0,1850,1946,379,379,41,2,0,299,37,0,0,225
25/11/2019,02:15:00,1,3884,3453,6,0,1954,2056,378,378,41,2,0,320,38,0,0,251
25/11/2019,02:20:00,1,4122,3803,6,0,2056,2162,377,377,42,2,0,341,39,0,0,278
25/11/2019,02:25:00,1,4302,4166,6,0,2149,2257,377,376,42,2,0,361,39,0,0,306
25/11/2019,02:30:00,1,4475,4546,6,0,2240,2349,375,375,43,2,0,382,40,0,0,337
25/11/2019,02:35:00,1,4629,4941,6,0,2328,2433,374,374,43,2,0,401,41,0,0,368
25/11/2019,02:40:00,1,4826,5350,6,0,2424,2529,372,372,44,2,0,422,42,0,0,401
25/11/2019,02:45:00,1,5036,5773,6,0,2516,2617,372,371,44,2,0,440,43,0,0,436
25/11/2019,02:50:00,1,5134,6209,6,0,2579,2682,370,370,45,2,0,458,44,0,0,471
25/11/2019,02:55:00,1,5350,6657,6,0,2672,2774,369,369,45,2,0,479,45,0,0,509
25/11/2019,03:00:00,1,5519,7118,6,0,2748,2852,368,367,46,2,0,496,46,0,0,547
25/11/2019,03:05:00,1,5657,7607,6,0,2839,2944,366,366,46,2,0,416,38,0,0,561
25/11/2019,03:10:00,1,5773,8093,6,0,2907,3009,365,365,47,2,0,535,48,0,0,602
25/11/2019,03:15:00,1,5922,8591,6,0,2958,3056,364,364,47,2,0,551,49,0,0,645
25/11/2019,03:20:00,1,6027,9099,6,0,3024,3128,362,362,47,2,0,568,50,0,0,688
25/11/2019,03:25:00,1,6168,9600,6,0,3089,3194,361,361,48,2,0,587,51,0,0,733
25/11/2019,03:30:00,1,6358,10131,6,0,3175,3281,360,360,48,2,0,604,52,0,0,779
25/11/2019,03:35:00,1,6448,10691,6,0,3229,3332,360,359,49,2,0,619,52,0,0,826
25/11/2019,03:40:00,1,6567,11219,6,0,3268,3369,359,359,49,2,0,628,52,0,0,874
25/11/2019,03:45:00,1,6676,11776,6,0,3335,3439,358,358,49,2,0,645,53,0,0,923
25/11/2019,03:50:00,1,6947,12354,6,0,3469,3568,357,357,50,2,0,676,53,0,0,974
25/11/2019,03:55:00,1,6825,12929,6,0,3429,3529,357,357,50,2,0,671,53,0,0,1025
25/11/2019,04:00:00,1,6568,13475,6,0,3283,3388,357,357,50,2,0,647,52,0,0,1074
25/11/2019,04:05:00,1,6932,14051,6,0,3467,3573,357,357,51,2,0,683,52,0,0,1126
25/11/2019,04:10:00,1,6676,14611,6,0,3326,3430,357,357,51,2,0,663,53,0,0,1176
25/11/2019,04:15:00,1,6248,15137,6,0,3135,3241,357,357,51,2,0,626,53,0,0,1224
25/11/2019,04:20:00,1,6377,15666,6,0,3179,3283,359,359,51,2,0,633,52,0,0,1272
25/11/2019,04:25:00,1,6890,16238,6,0,3452,3562,358,358,51,2,0,686,52,0,0,1324
25/11/2019,04:30:00,1,7028,16825,6,0,3516,3623,357,357,52,2,0,703,52,0,0,1377
25/11/2019,04:35:00,1,7194,17426,6,0,3594,3696,356,355,52,2,0,725,53,0,0,1432
25/11/2019,04:40:00,1,7355,18035,6,0,3674,3781,354,354,52,2,0,743,54,0,0,1488
25/11/2019,04:45:00,1,7735,18681,6,0,3883,3988,352,352,53,2,0,785,55,0,0,1547
25/11/2019,04:50:00,1,6795,19254,6,0,3426,3528,352,352,53,2,0,702,56,0,0,1600
25/11/2019,04:55:00,1,6107,19762,6,0,3046,3152,355,354,52,2,0,626,54,0,0,1647
25/11/2019,05:00:00,1,6514,20303,6,0,3287,3392,356,356,52,2,0,671,53,0,0,1698
25/11/2019,05:05:00,1,8686,21025,6,0,4369,4474,351,351,53,2,0,900,56,0,0,1766
25/11/2019,05:10:00,1,7734,21675,6,0,3892,3996,348,347,54,2,0,812,58,0,0,1827
25/11/2019,05:15:00,1,4883,22084,6,0,2424,2529,352,352,52,2,0,512,56,0,0,1865
25/11/2019,05:20:00,1,8084,22752,6,0,4057,4162,354,353,53,2,0,839,55,0,0,1928
25/11/2019,05:25:00,1,7852,23408,6,0,3925,4027,350,350,54,2,0,827,56,0,0,1990
25/11/2019,05:30:00,1,7143,24011,6,0,3572,3678,349,349,54,2,0,758,57,0,0,2047
25/11/2019,05:35:00,1,5653,24483,6,0,2849,2951,353,353,53,2,0,602,54,0,0,2092
25/11/2019,05:40:00,1,8326,25174,6,0,4175,4280,352,352,54,2,0,869,54,0,0,2158
25/11/2019,05:45:00,1,8183,25857,6,0,4117,4224,349,349,55,2,0,863,55,0,0,2223
25/11/2019,05:50:00,1,7419,26476,6,0,3709,3812,349,348,55,2,0,790,57,0,0,2282
25/11/2019,05:55:00,1,8010,27142,6,0,4019,4127,348,348,55,2,0,846,58,0,0,2345
25/11/2019,06:00:00,1,8043,27795,6,0,4052,4153,347,347,56,2,0,847,59,0,0,2408
25/11/2019,06:05:00,1,8140,28470,6,0,4071,4176,347,347,55,2,0,869,60,0,0,2472
25/11/2019,06:10:00,1,7799,29120,6,0,3910,4019,348,347,56,2,0,837,59,0,0,2535
25/11/2019,06:15:00,1,7290,29735,6,0,3643,3749,349,349,55,2,0,777,58,0,0,2592
25/11/2019,06:20:00,1,6447,30273,6,0,3231,3331,351,351,55,2,0,685,56,0,0,2644
25/11/2019,06:25:00,1,6939,30844,6,0,3471,3579,353,353,55,2,0,731,54,0,0,2699
25/11/2019,06:30:00,1,7583,31490,6,0,3803,3911,352,352,56,2,0,806,54,0,0,2760
25/11/2019,06:35:00,1,7234,32080,6,0,3624,3726,353,352,55,2,0,774,54,0,0,2819
25/11/2019,06:40:00,1,7267,32685,6,0,3625,3732,352,351,55,2,0,779,55,0,0,2877
25/11/2019,06:45:00,1,8524,33394,6,0,4290,4400,348,348,56,2,0,925,57,0,0,2946
25/11/2019,06:50:00,1,7858,34052,6,0,3951,4061,346,346,56,2,0,863,59,0,0,3011
25/11/2019,06:55:00,1,8374,34746,6,0,4225,4333,345,345,56,2,0,922,60,0,0,3079
25/11/2019,07:00:00,1,8017,35416,6,0,4039,4153,344,344,57,2,0,886,61,0,0,3145
25/11/2019,07:05:00,1,7888,36076,6,0,3968,4079,344,344,57,2,0,872,61,0,0,3209
25/11/2019,07:10:00,1,7329,36687,6,0,3658,3758,345,345,56,2,0,806,60,0,0,3269
25/11/2019,07:15:00,1,7155,37280,6,0,3594,3696,347,347,56,2,0,776,60,0,0,3327
25/11/2019,07:20:00,1,6640,37838,6,0,3329,3440,349,349,56,2,0,717,59,0,0,3380
25/11/2019,07:25:00,1,3928,38187,6,0,1973,2073,350,349,55,2,0,437,57,0,0,3412
25/11/2019,07:30:00,1,3347,38461,6,0,1648,1752,357,356,53,2,0,361,52,0,0,3440
25/11/2019,07:35:00,1,2480,38688,6,0,1245,1348,358,358,52,2,0,286,49,0,0,3462
25/11/2019,07:40:00,1,4162,39043,6,0,2093,2196,364,364,52,2,0,452,47,0,0,3497
25/11/2019,07:45:00,1,4402,39869,6,0,2207,2309,364,364,52,2,0,478,47,0,0,3554
25/11/2019,07:50:00,1,5062,39980,6,0,2552,2658,359,359,52,2,0,536,52,0,0,3564
25/11/2019,07:55:00,1,4134,40333,6,0,2079,2185,359,359,52,2,0,429,50,0,0,3597
25/11/2019,08:00:00,1,1946,40508,6,0,958,1061,355,355,51,2,0,216,48,0,0,3613
25/11/2019,08:05:00,1,1576,40648,6,0,783,885,359,359,50,2,0,178,44,0,0,3627
25/11/2019,08:10:00,1,1599,40790,6,0,794,898,364,364,49,2,0,177,40,0,0,3641
25/11/2019,08:15:00,1,1838,40947,6,0,915,1020,368,368,49,2,0,203,39,0,0,3657
25/11/2019,08:20:00,1,1935,41118,6,0,964,1067,369,369,48,2,0,218,38,0,0,3674
25/11/2019,08:25:00,1,1860,41282,6,0,920,1026,369,369,48,2,0,213,38,0,0,3691
25/11/2019,08:30:00,1,1778,41441,6,0,883,987,369,369,48,2,0,207,37,0,0,3708
25/11/2019,08:35:00,1,1670,41591,6,0,829,932,369,369,47,2,0,201,37,0,0,3724
25/11/2019,08:40:00,1,2975,41831,6,0,1491,1595,374,374,47,2,0,331,37,0,0,3750
25/11/2019,08:45:00,1,5492,42294,6,0,2757,2863,374,374,48,2,0,570,41,0,0,3795
