#Date,Time,INV,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Temp,INV,Status,SolIrr,TmpMod,TmpAmb,Wind,DaySumIrr
29/5/2020,00:00:00,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0
29/5/2020,00:05:00,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0
29/5/2020,00:10:00,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0
29/5/2020,00:15:00,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0
29/5/2020,00:20:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
29/5/2020,00:25:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
29/5/2020,00:30:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
29/5/2020,00:35:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
29/5/2020,00:40:00,1,0,0,1,0,1,4,113,113,12,2,0,0,23,0,0,0
29/5/2020,00:45:00,1,0,0,1,0,4,14,354,354,31,2,0,1,24,0,0,0
29/5/2020,00:50:00,1,0,0,1,0,4,15,379,379,32,2,0,4,24,0,0,0
29/5/2020,00:55:00,1,0,0,1,0,5,16,394,393,32,2,0,8,24,0,0,1
29/5/2020,01:00:00,1,104,20,6,0,12,107,359,359,32,2,0,13,24,0,0,2
29/5/2020,01:05:00,1,202,43,6,0,5,211,352,351,33,2,0,21,24,0,0,4
29/5/2020,01:10:00,1,282,72,6,0,11,288,358,358,33,2,0,29,24,0,0,6
29/5/2020,01:15:00,1,353,106,6,0,25,349,362,362,34,2,0,37,24,0,0,9
29/5/2020,01:20:00,1,416,146,6,0,46,394,365,365,34,2,0,44,25,0,0,13
29/5/2020,01:25:00,1,492,192,6,0,88,433,367,368,35,2,0,52,25,0,0,17
29/5/2020,01:30:00,1,547,243,6,0,122,456,369,369,35,2,0,59,25,0,0,22
29/5/2020,01:35:00,1,626,301,6,0,165,497,371,371,36,2,0,67,26,0,0,27
29/5/2020,01:40:00,1,704,366,6,0,218,527,373,372,36,2,0,76,26,0,0,34
29/5/2020,01:45:00,1,797,438,6,0,279,565,374,374,36,2,0,86,26,0,0,41
29/5/2020,01:50:00,1,826,514,6,0,307,568,374,374,37,2,0,89,27,0,0,48
29/5/2020,01:55:00,1,896,596,6,0,355,593,374,374,37,2,0,96,27,0,0,56
29/5/2020,02:00:00,1,994,686,6,0,438,615,376,376,37,2,0,107,28,0,0,65
29/5/2020,02:05:00,1,1096,785,6,0,496,664,376,376,38,2,0,119,28,0,0,75
29/5/2020,02:10:00,1,1204,894,6,0,582,693,377,377,38,2,0,131,29,0,0,85
29/5/2020,02:15:00,1,1286,1009,6,0,631,730,378,377,38,2,0,139,30,0,0,97
