#Date,Time,INV,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Temp,INV,Status,SolIrr,TmpMod,TmpAmb,Wind,DaySumIrr
8/9/2020,00:00:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
8/9/2020,00:05:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
8/9/2020,00:10:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
8/9/2020,00:15:00,1,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0
8/9/2020,00:20:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
8/9/2020,00:25:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
8/9/2020,00:30:00,1,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0
8/9/2020,00:35:00,1,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0
8/9/2020,00:40:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
8/9/2020,00:45:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
8/9/2020,00:50:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
8/9/2020,00:55:00,1,0,0,1,0,1,7,159,159,16,2,0,0,23,0,0,0
8/9/2020,01:00:00,1,0,0,1,0,4,17,358,358,30,2,0,1,22,0,0,0
8/9/2020,01:05:00,1,0,0,1,0,4,18,386,386,30,2,0,5,22,0,0,0
8/9/2020,01:10:00,1,51,15,6,0,10,62,376,375,30,2,0,10,22,0,0,1
8/9/2020,01:15:00,1,164,35,6,0,7,169,349,349,31,2,0,17,23,0,0,2
8/9/2020,01:20:00,1,228,59,6,0,6,236,357,357,32,2,0,24,23,0,0,4
8/9/2020,01:25:00,1,294,88,6,0,13,298,361,361,32,2,0,31,23,0,0,7
8/9/2020,01:30:00,1,362,124,6,0,29,354,366,366,33,2,0,38,23,0,0,10
8/9/2020,01:35:00,1,428,165,6,0,55,398,370,370,33,2,0,44,23,0,0,14
8/9/2020,01:40:00,1,519,214,6,0,108,441,373,373,33,2,0,52,24,0,0,18
8/9/2020,01:45:00,1,605,270,6,0,156,484,373,373,34,2,0,61,24,0,0,23
8/9/2020,01:50:00,1,732,337,6,0,237,537,376,376,34,2,0,72,24,0,0,29
8/9/2020,01:55:00,1,904,418,6,0,364,592,378,378,35,2,0,86,25,0,0,37
8/9/2020,02:00:00,1,1018,510,6,0,452,626,380,380,35,2,0,98,25,0,0,45
8/9/2020,02:05:00,1,1121,612,6,0,512,675,381,380,35,2,0,109,26,0,0,54
8/9/2020,02:10:00,1,1343,731,6,0,661,760,383,382,36,2,0,126,26,0,0,64
8/9/2020,02:15:00,1,1621,875,6,0,808,908,385,384,36,2,0,146,27,0,0,76
8/9/2020,02:20:00,1,1896,1042,6,0,944,1045,385,385,37,2,0,167,28,0,0,90
8/9/2020,02:25:00,1,2059,1222,6,0,1021,1122,384,384,37,2,0,180,29,0,0,105
8/9/2020,02:30:00,1,2219,1416,6,0,1107,1208,384,384,38,2,0,196,30,0,0,121
8/9/2020,02:35:00,1,2355,1620,6,0,1167,1269,385,385,38,2,0,208,31,0,0,138
8/9/2020,02:40:00,1,1936,1792,6,0,959,1060,382,381,39,2,0,182,33,0,0,152
8/9/2020,02:45:00,1,1237,1904,6,0,583,721,377,377,39,2,0,128,32,0,0,163
8/9/2020,02:50:00,1,1489,2034,6,0,723,838,380,380,39,2,0,148,32,0,0,175
8/9/2020,02:55:00,1,2122,2215,6,0,1041,1143,383,383,39,2,0,198,32,0,0,191
8/9/2020,03:00:00,1,2278,2410,6,0,1119,1224,383,382,40,2,0,215,32,0,0,208
8/9/2020,03:05:00,1,2876,2656,6,0,1426,1531,383,383,40,2,0,270,33,0,0,218
8/9/2020,03:10:00,1,4622,3039,6,0,2305,2409,383,383,41,2,0,416,35,0,0,251
8/9/2020,03:15:00,1,4900,3448,6,0,2434,2537,378,378,42,2,0,447,38,0,0,287
8/9/2020,03:20:00,1,5488,3889,6,0,2721,2823,376,376,43,2,0,506,40,0,0,327
8/9/2020,03:25:00,1,5643,4358,6,0,2810,2915,373,372,44,2,0,528,43,0,0,368
8/9/2020,03:30:00,1,5502,4820,6,0,2746,2850,371,371,44,2,0,526,45,0,0,409
8/9/2020,03:35:00,1,5514,5281,6,0,2739,2842,370,369,45,2,0,529,46,0,0,450
8/9/2020,03:40:00,1,5702,5754,6,0,2844,2948,370,370,45,2,0,548,46,0,0,492
8/9/2020,03:45:00,1,5935,6248,6,0,2965,3069,370,370,45,2,0,574,46,0,0,537
8/9/2020,03:50:00,1,6108,6756,6,0,3056,3161,368,368,46,2,0,596,47,0,0,583
8/9/2020,03:55:00,1,6118,7266,6,0,3051,3153,366,366,46,2,0,602,48,0,0,629
8/9/2020,04:00:00,1,5862,7757,6,0,2927,3030,366,366,47,2,0,580,48,0,0,674
8/9/2020,04:05:00,1,5570,8220,6,0,2759,2865,367,367,47,2,0,555,48,0,0,717
8/9/2020,04:10:00,1,5349,8671,6,0,2668,2769,367,367,47,2,0,535,47,0,0,758
8/9/2020,04:15:00,1,4316,9033,6,0,2143,2247,369,368,46,2,0,437,45,0,0,792
8/9/2020,04:20:00,1,4838,9436,6,0,2396,2503,371,371,46,2,0,485,45,0,0,829
8/9/2020,04:25:00,1,3724,9752,6,0,1850,1953,370,370,46,2,0,383,44,0,0,859
8/9/2020,04:30:00,1,4654,10141,6,0,2322,2424,372,372,46,2,0,474,43,0,0,896
8/9/2020,04:35:00,1,5755,11060,6,0,2854,2955,371,371,46,2,0,585,44,0,0,988
8/9/2020,04:40:00,1,6719,11172,6,0,3364,3471,365,365,48,2,0,697,47,0,0,999
8/9/2020,04:45:00,1,7508,11796,6,0,3778,3885,362,362,48,2,0,787,49,0,0,1059
8/9/2020,04:50:00,1,7342,12409,6,0,3687,3795,360,360,49,2,0,777,50,0,0,1118
8/9/2020,04:55:00,1,7236,13013,6,0,3645,3752,358,358,49,2,0,771,52,0,0,1177
8/9/2020,05:00:00,1,7344,13624,6,0,3681,3787,357,357,49,2,0,787,53,0,0,1237
8/9/2020,05:05:00,1,7597,14256,6,0,3835,3940,354,354,50,2,0,822,55,0,0,1299
8/9/2020,05:10:00,1,7545,14884,6,0,3798,3906,353,353,50,2,0,821,56,0,0,1360
8/9/2020,05:15:00,1,7025,15473,6,0,3526,3632,354,354,50,2,0,764,55,0,0,1418
8/9/2020,05:20:00,1,7681,16110,6,0,3863,3961,353,353,50,2,0,841,55,0,0,1481
8/9/2020,05:25:00,1,7615,16750,6,0,3826,3927,351,351,51,2,0,840,57,0,0,1544
8/9/2020,05:30:00,1,4292,17110,6,0,2137,2239,353,352,50,2,0,476,56,0,0,1580
8/9/2020,05:35:00,1,6144,17630,6,0,3081,3188,357,357,50,2,0,670,54,0,0,1630
8/9/2020,05:40:00,1,3930,17962,6,0,1950,2051,359,359,49,2,0,430,52,0,0,1663
8/9/2020,05:45:00,1,6734,18516,6,0,3394,3496,362,361,49,2,0,732,51,0,0,1718
8/9/2020,05:50:00,1,8280,19205,6,0,4179,4282,355,355,51,2,0,916,55,0,0,1787
8/9/2020,05:55:00,1,8302,19896,6,0,4190,4294,352,351,51,2,0,930,57,0,0,1857
8/9/2020,06:00:00,1,8210,20557,6,0,4130,4233,349,349,52,2,0,928,59,0,0,1926
8/9/2020,06:05:00,1,8253,21245,6,0,4173,4280,346,346,52,2,0,942,61,0,0,1995
8/9/2020,06:10:00,1,8104,21920,6,0,4096,4201,346,346,53,2,0,926,62,0,0,2064
8/9/2020,06:15:00,1,8196,22604,6,0,4141,4246,346,346,53,2,0,938,62,0,0,2133
8/9/2020,06:20:00,1,8260,23291,6,0,4148,4257,344,344,53,2,0,949,63,0,0,2203
8/9/2020,06:25:00,1,8512,23999,6,0,4303,4410,345,345,53,2,0,980,63,0,0,2275
8/9/2020,06:30:00,1,8519,24712,6,0,4310,4411,344,344,54,2,0,984,63,0,0,2347
8/9/2020,06:35:00,1,7913,25380,6,0,4000,4100,344,344,54,2,0,914,63,0,0,2414
8/9/2020,06:40:00,1,8455,26079,6,0,4263,4370,345,345,54,2,0,975,63,0,0,2485
8/9/2020,06:45:00,1,8131,26758,6,0,4115,4217,345,345,55,2,0,937,63,0,0,2554
8/9/2020,06:50:00,1,8062,27429,6,0,4068,4175,346,345,55,2,0,928,63,0,0,2622
8/9/2020,06:55:00,1,8245,28113,6,0,4150,4257,344,344,55,2,0,951,63,0,0,2692
8/9/2020,07:00:00,1,7678,28753,6,0,3854,3961,346,346,55,2,0,883,63,0,0,2757
8/9/2020,07:05:00,1,8040,29425,6,0,4056,4163,345,345,55,2,0,929,63,0,0,2825
8/9/2020,07:10:00,1,8179,30104,6,0,4122,4227,345,345,55,2,0,944,63,0,0,2895
8/9/2020,07:15:00,1,8430,30806,6,0,4256,4367,346,346,56,2,0,968,62,0,0,2966
8/9/2020,07:20:00,1,8623,31524,6,0,4350,4460,345,345,56,2,0,998,62,0,0,3039
8/9/2020,07:25:00,1,8548,32236,6,0,4315,4427,343,343,57,2,0,999,64,0,0,3113
8/9/2020,07:30:00,1,8484,32942,6,0,4288,4402,343,343,57,2,0,989,64,0,0,3185
8/9/2020,07:35:00,1,8429,33645,6,0,4259,4365,343,343,57,2,0,984,65,0,0,3257
8/9/2020,07:40:00,1,8433,34346,6,0,4257,4366,344,344,57,2,0,983,64,0,0,3329
8/9/2020,07:45:00,1,7840,35017,6,0,3962,4071,345,345,57,2,0,920,63,0,0,3396
8/9/2020,07:50:00,1,8386,35708,6,0,4233,4349,345,345,56,2,0,979,63,0,0,3468
8/9/2020,07:55:00,1,7777,36356,6,0,3913,4027,345,345,56,2,0,916,63,0,0,3535
8/9/2020,08:00:00,1,8109,37032,6,0,4098,4205,347,347,56,2,0,942,63,0,0,3605
8/9/2020,08:05:00,1,7451,37656,6,0,3735,3843,347,347,56,2,0,856,62,0,0,3668
8/9/2020,08:10:00,1,6283,38155,6,0,3154,3266,350,350,55,2,0,721,60,0,0,3721
8/9/2020,08:15:00,1,8549,38861,6,0,4319,4428,348,347,55,2,0,974,61,0,0,3793
8/9/2020,08:20:00,1,7526,39499,6,0,3801,3903,347,347,55,2,0,859,62,0,0,3856
8/9/2020,08:25:00,1,6777,40069,6,0,3424,3533,349,348,55,2,0,779,61,0,0,3914
8/9/2020,08:30:00,1,5572,40554,6,0,2811,2918,349,348,54,2,0,637,60,0,0,3961
8/9/2020,08:35:00,1,3862,40881,6,0,1944,2051,354,353,53,2,0,437,56,0,0,3994
8/9/2020,08:40:00,1,3029,41135,6,0,1486,1590,357,357,51,2,0,334,52,0,0,4019
8/9/2020,08:45:00,1,3223,41406,6,0,1598,1703,362,362,50,2,0,361,49,0,0,4047
8/9/2020,08:50:00,1,5115,41837,6,0,2561,2666,363,363,51,2,0,569,49,0,0,4091
8/9/2020,08:55:00,1,4081,42173,6,0,2029,2134,363,362,50,2,0,469,48,0,0,4127
8/9/2020,09:00:00,1,8473,42880,6,0,4284,4400,357,357,51,2,0,968,51,0,0,4200
8/9/2020,09:05:00,1,7859,43534,6,0,3961,4066,351,350,52,2,0,918,56,0,0,4269
8/9/2020,09:10:00,1,5199,43973,6,0,2594,2701,353,352,51,2,0,610,55,0,0,4315
8/9/2020,09:15:00,1,3819,44300,6,0,1905,2009,355,355,51,2,0,448,53,0,0,4349
8/9/2020,09:20:00,1,2808,44542,6,0,1396,1499,358,358,49,2,0,322,49,0,0,4374
8/9/2020,09:25:00,1,2141,44731,6,0,1066,1167,359,359,48,2,0,250,47,0,0,4393
8/9/2020,09:30:00,1,1559,44868,6,0,761,863,360,360,48,2,0,179,44,0,0,4407
8/9/2020,09:35:00,1,1288,44982,6,0,628,728,363,363,47,2,0,147,40,0,0,4419
8/9/2020,09:40:00,1,1269,45094,6,0,611,714,367,367,46,2,0,142,37,0,0,4430
8/9/2020,09:45:00,1,1423,45217,6,0,683,785,371,371,46,2,0,156,35,0,0,4442
8/9/2020,09:50:00,1,1431,45342,6,0,691,794,372,372,45,2,0,158,34,0,0,4455
8/9/2020,09:55:00,1,1351,45462,6,0,661,764,373,373,45,2,0,153,33,0,0,4468
8/9/2020,10:00:00,1,1263,45572,6,0,602,709,377,376,44,2,0,141,29,0,0,4479
8/9/2020,10:05:00,1,1372,45692,6,0,662,766,379,379,44,2,0,153,28,0,0,4492
8/9/2020,10:10:00,1,1558,45829,6,0,764,867,381,381,44,2,0,174,28,0,0,4506
8/9/2020,10:15:00,1,1713,45978,6,0,837,942,382,382,44,2,0,186,28,0,0,4521
8/9/2020,10:20:00,1,2236,46169,6,0,1102,1206,385,385,44,2,0,238,29,0,0,4541
8/9/2020,10:25:00,1,2315,46367,6,0,1135,1239,384,384,43,2,0,244,29,0,0,4561
8/9/2020,10:30:00,1,1928,46534,6,0,963,1066,381,381,43,2,0,210,31,0,0,4578
8/9/2020,10:35:00,1,1398,46661,6,0,689,791,376,376,43,2,0,153,31,0,0,4591
8/9/2020,10:40:00,1,1320,46777,6,0,643,745,374,374,43,2,0,143,31,0,0,4602
8/9/2020,10:45:00,1,1444,46906,6,0,713,815,375,375,42,2,0,158,32,0,0,4615
8/9/2020,10:50:00,1,1517,47041,6,0,746,850,375,375,42,2,0,164,32,0,0,4628
