#Date,Time,INV,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Temp,INV,Status,SolIrr,TmpMod,TmpAmb,Wind,DaySumIrr
2/7/2020,00:00:00,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0
2/7/2020,00:05:00,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0
2/7/2020,00:10:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
2/7/2020,00:15:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
2/7/2020,00:20:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
2/7/2020,00:25:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
2/7/2020,00:30:00,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0
2/7/2020,00:35:00,1,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0
2/7/2020,00:40:00,1,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0
2/7/2020,00:45:00,1,0,0,1,0,1,10,240,240,23,2,0,0,23,0,0,0
2/7/2020,00:50:00,1,0,0,1,0,1,16,363,363,31,2,0,2,23,0,0,0
2/7/2020,00:55:00,1,0,0,1,0,1,16,384,384,31,2,0,5,23,0,0,0
2/7/2020,01:00:00,1,0,0,4,0,1,17,395,395,31,2,0,9,23,0,0,1
2/7/2020,01:05:00,1,133,19,6,0,12,132,347,346,32,2,0,14,23,0,0,2
2/7/2020,01:10:00,1,198,40,6,0,2,210,353,353,33,2,0,21,24,0,0,4
2/7/2020,01:15:00,1,241,66,6,0,5,252,357,357,33,2,0,27,24,0,0,6
2/7/2020,01:20:00,1,295,94,6,0,10,302,360,360,34,2,0,33,24,0,0,9
2/7/2020,01:25:00,1,349,127,6,0,21,348,363,363,34,2,0,40,24,0,0,12
2/7/2020,01:30:00,1,411,165,6,0,42,394,366,366,34,2,0,46,25,0,0,16
2/7/2020,01:35:00,1,558,216,6,0,123,467,374,374,35,2,0,56,25,0,0,21
2/7/2020,01:40:00,1,691,279,6,0,203,528,380,380,35,2,0,66,25,0,0,26
2/7/2020,01:45:00,1,822,353,6,0,294,577,381,381,36,2,0,76,26,0,0,33
2/7/2020,01:50:00,1,990,442,6,0,422,626,382,382,36,2,0,91,27,0,0,40
2/7/2020,01:55:00,1,1220,551,6,0,578,713,384,383,36,2,0,111,28,0,0,49
2/7/2020,02:00:00,1,1529,685,6,0,752,856,384,384,37,2,0,137,29,0,0,60
2/7/2020,02:05:00,1,1964,850,6,0,947,1051,384,384,37,2,0,170,31,0,0,74
2/7/2020,02:10:00,1,2026,1025,6,0,1003,1107,381,381,38,2,0,188,32,0,0,89
2/7/2020,02:15:00,1,2128,1211,6,0,1054,1157,380,380,39,2,0,200,33,0,0,106
2/7/2020,02:20:00,1,1744,1361,6,0,848,952,377,377,39,2,0,176,34,0,0,120
2/7/2020,02:25:00,1,1748,1515,6,0,862,967,377,377,39,2,0,182,34,0,0,134
2/7/2020,02:30:00,1,1866,1677,6,0,918,1020,377,377,40,2,0,194,34,0,0,150
2/7/2020,02:35:00,1,1879,1839,6,0,924,1029,377,376,40,2,0,198,35,0,0,166
2/7/2020,02:40:00,1,1817,1998,6,0,894,998,376,376,40,2,0,194,35,0,0,182
2/7/2020,02:45:00,1,1768,2149,6,0,881,985,376,376,40,2,0,192,34,0,0,197
2/7/2020,02:50:00,1,2095,2328,6,0,1036,1141,378,378,41,2,0,220,34,0,0,215
2/7/2020,02:55:00,1,2256,2523,6,0,1114,1217,378,377,41,2,0,236,35,0,0,234
2/7/2020,03:00:00,1,2400,2730,6,0,1193,1295,378,377,41,2,0,251,35,0,0,254
2/7/2020,03:05:00,1,2332,2947,6,0,1135,1253,378,378,42,2,0,233,32,0,0,262
2/7/2020,03:10:00,1,2631,3169,6,0,1292,1398,377,377,42,2,0,271,36,0,0,284
2/7/2020,03:15:00,1,3002,3424,6,0,1489,1594,377,377,42,2,0,307,37,0,0,308
2/7/2020,03:20:00,1,4141,3775,6,0,2085,2186,377,377,43,2,0,412,38,0,0,341
2/7/2020,03:25:00,1,3699,4086,6,0,1852,1956,375,375,43,2,0,372,39,0,0,371
2/7/2020,03:30:00,1,3844,4408,6,0,1927,2031,374,374,44,2,0,387,40,0,0,401
2/7/2020,03:35:00,1,5236,4839,6,0,2605,2711,374,374,44,2,0,514,42,0,0,441
2/7/2020,03:40:00,1,6118,5356,6,0,3066,3170,370,370,45,2,0,608,45,0,0,489
2/7/2020,03:45:00,1,4619,5749,6,0,2312,2413,368,368,46,2,0,475,46,0,0,526
2/7/2020,03:50:00,1,4061,6094,6,0,2031,2132,368,368,46,2,0,419,45,0,0,558
2/7/2020,03:55:00,1,3301,6373,6,0,1643,1747,369,369,46,2,0,346,44,0,0,585
2/7/2020,04:00:00,1,4717,6775,6,0,2349,2454,375,375,46,2,0,502,44,0,0,625
2/7/2020,04:05:00,1,5356,7302,6,0,2723,2823,369,369,47,2,0,556,45,0,0,674
2/7/2020,04:10:00,1,3180,7464,6,0,1585,1692,368,367,46,2,0,335,44,0,0,690
2/7/2020,04:15:00,1,5205,7896,6,0,2605,2714,370,370,46,2,0,547,44,0,0,733
2/7/2020,04:20:00,1,6258,8444,6,0,3183,3288,366,366,48,2,0,674,48,0,0,785
2/7/2020,04:25:00,1,5937,8941,6,0,2981,3090,361,361,48,2,0,628,50,0,0,833
2/7/2020,04:30:00,1,5406,9391,6,0,2708,2816,363,363,49,2,0,577,51,0,0,877
2/7/2020,04:35:00,1,4300,9757,6,0,2156,2261,364,364,48,2,0,467,49,0,0,913
2/7/2020,04:40:00,1,4579,10142,6,0,2275,2379,368,368,48,2,0,490,47,0,0,951
2/7/2020,04:45:00,1,4786,10541,6,0,2397,2507,367,367,48,2,0,514,47,0,0,990
2/7/2020,04:50:00,1,4221,10905,6,0,2132,2237,368,368,48,2,0,471,46,0,0,1027
2/7/2020,04:55:00,1,8344,11596,6,0,4192,4294,364,364,50,2,0,886,48,0,0,1095
2/7/2020,05:00:00,1,4055,11962,6,0,2041,2141,359,359,50,2,0,449,51,0,0,1129
2/7/2020,05:05:00,1,2137,12156,6,0,1051,1155,360,360,48,2,0,233,48,0,0,1147
2/7/2020,05:10:00,1,5846,12658,6,0,2974,3073,368,368,49,2,0,635,47,0,0,1197
2/7/2020,05:15:00,1,5434,13096,6,0,2722,2831,365,365,49,2,0,593,48,0,0,1243
2/7/2020,05:20:00,1,3252,13361,6,0,1631,1732,364,364,48,2,0,352,46,0,0,1270
2/7/2020,05:25:00,1,6967,13972,6,0,3531,3635,364,365,50,2,0,769,49,0,0,1329
2/7/2020,05:30:00,1,6322,14474,6,0,3180,3287,363,363,49,2,0,687,48,0,0,1381
2/7/2020,05:35:00,1,8642,15192,6,0,4357,4458,359,359,51,2,0,950,52,0,0,1454
2/7/2020,05:40:00,1,7792,15859,6,0,3992,4066,354,355,52,2,0,882,56,0,0,1520
2/7/2020,05:45:00,1,4083,16217,6,0,2027,2131,357,357,51,2,0,452,54,0,0,1554
