#Date,Time,INV,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Temp,INV,Status,SolIrr,TmpMod,TmpAmb,Wind,DaySumIrr
24/2/2020,00:00:00,1,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0
24/2/2020,00:05:00,1,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0
24/2/2020,00:10:00,1,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0
24/2/2020,00:15:00,1,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0
24/2/2020,00:20:00,1,0,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0
24/2/2020,00:25:00,1,0,0,1,0,0,0,11,11,1,2,0,0,18,0,0,0
24/2/2020,00:30:00,1,0,0,1,0,2,15,328,328,28,2,0,0,18,0,0,0
24/2/2020,00:35:00,1,0,0,1,0,3,17,382,382,30,2,0,2,18,0,0,0
24/2/2020,00:40:00,1,5,4,6,0,3,25,393,393,30,2,0,6,18,0,0,0
24/2/2020,00:45:00,1,120,21,6,0,15,115,348,348,31,2,0,11,18,0,0,1
24/2/2020,00:50:00,1,170,42,6,0,3,179,357,357,31,2,0,16,18,0,0,3
24/2/2020,00:55:00,1,207,65,6,0,3,217,362,362,32,2,0,21,18,0,0,4
24/2/2020,01:00:00,1,248,92,6,0,7,257,365,365,32,2,0,27,18,0,0,7
24/2/2020,01:05:00,1,318,126,6,0,18,319,369,369,32,2,0,34,19,0,0,9
24/2/2020,01:10:00,1,364,162,6,0,31,354,372,372,33,2,0,40,19,0,0,13
24/2/2020,01:15:00,1,424,204,6,0,58,391,383,382,33,2,0,46,20,0,0,17
24/2/2020,01:20:00,1,528,254,6,0,115,444,385,385,34,2,0,51,20,0,0,21
24/2/2020,01:25:00,1,719,321,6,0,232,530,387,387,34,2,0,59,21,0,0,26
24/2/2020,01:30:00,1,891,404,6,0,364,579,382,382,34,2,0,74,21,0,0,32
24/2/2020,01:35:00,1,1064,501,6,0,479,647,383,383,35,2,0,85,23,0,0,39
24/2/2020,01:40:00,1,1200,609,6,0,580,690,383,383,35,2,0,95,24,0,0,47
24/2/2020,01:45:00,1,1329,730,6,0,654,753,383,383,36,2,0,106,25,0,0,56
24/2/2020,01:50:00,1,1439,860,6,0,712,811,383,383,36,2,0,114,26,0,0,65
24/2/2020,01:55:00,1,1518,996,6,0,753,853,383,383,36,2,0,122,27,0,0,75
24/2/2020,02:00:00,1,1674,1147,6,0,836,936,383,383,37,2,0,134,28,0,0,86
24/2/2020,02:05:00,1,1811,1309,6,0,908,1009,383,382,37,2,0,146,29,0,0,98
24/2/2020,02:10:00,1,1950,1482,6,0,974,1077,382,382,38,2,0,158,30,0,0,111
24/2/2020,02:15:00,1,2122,1670,6,0,1066,1167,382,382,38,2,0,173,31,0,0,125
24/2/2020,02:20:00,1,2288,1872,6,0,1151,1251,382,382,38,2,0,188,32,0,0,141
24/2/2020,02:25:00,1,2546,2088,6,0,1255,1352,382,381,39,2,0,205,33,0,0,157
24/2/2020,02:30:00,1,2562,2315,6,0,1299,1398,381,381,39,2,0,215,34,0,0,174
24/2/2020,02:35:00,1,2758,2552,6,0,1368,1468,380,380,39,2,0,226,35,0,0,193
24/2/2020,02:40:00,1,2919,2996,6,0,1455,1555,380,380,40,2,0,242,35,0,0,228
